gene_key	entrez_gene_id	go_terms	go_bp	go_mf	go_cc
945564	945564	GO:0003676;GO:0003723;GO:0005515;GO:0005737;GO:0006364;GO:0008168;GO:0008173;GO:0008990;GO:0016740;GO:0031167;GO:0032259;GO:0052915;GO:0070043;GO:0070475;GO:0070476	GO:0006364;GO:0031167;GO:0032259;GO:0070475;GO:0070476	GO:0003676;GO:0003723;GO:0005515;GO:0008168;GO:0008173;GO:0008990;GO:0016740;GO:0052915;GO:0070043	GO:0005737
945566	945566	GO:0000166;GO:0003676;GO:0003677;GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0006281;GO:0006301;GO:0006974;GO:0009314;GO:0016787;GO:0016887;GO:0043022	GO:0006281;GO:0006301;GO:0006974;GO:0009314	GO:0000166;GO:0003676;GO:0003677;GO:0005515;GO:0005524;GO:0016787;GO:0016887;GO:0043022	GO:0005737;GO:0005886
944999	944999	GO:0005886;GO:0006950;GO:0016020;GO:0061024	GO:0006950;GO:0061024		GO:0005886;GO:0016020
945653	945653	GO:0005515;GO:0005886;GO:0016020;GO:0030288;GO:0042802;GO:0061024;GO:0120009	GO:0061024;GO:0120009	GO:0005515;GO:0042802	GO:0005886;GO:0016020;GO:0030288
946972	946972	GO:0005515;GO:0009279;GO:0030288;GO:0042802;GO:0061024	GO:0061024	GO:0005515;GO:0042802	GO:0009279;GO:0030288
945567	945567	GO:0003723;GO:0005737;GO:0006417;GO:0019843;GO:0022611;GO:0032055;GO:0033554;GO:0043022;GO:0043024	GO:0006417;GO:0022611;GO:0032055;GO:0033554	GO:0003723;GO:0019843;GO:0043022;GO:0043024	GO:0005737
945568	945568	GO:0005737;GO:0005829;GO:0006629;GO:0006631;GO:0006633;GO:0006636;GO:0016829;GO:0016853;GO:0019171;GO:0034017;GO:0042803	GO:0006629;GO:0006631;GO:0006633;GO:0006636	GO:0016829;GO:0016853;GO:0019171;GO:0034017;GO:0042803	GO:0005737;GO:0005829
945569	945569	GO:0004176;GO:0004252;GO:0005524;GO:0006508;GO:0008233;GO:0008236;GO:0016787;GO:0030163	GO:0006508;GO:0030163	GO:0004176;GO:0004252;GO:0005524;GO:0008233;GO:0008236;GO:0016787	
945570	945570	GO:0003677;GO:0005515;GO:0005543;GO:0005737;GO:0006355;GO:0007059;GO:0042803;GO:0043565;GO:0051276;GO:0051289;GO:0051301;GO:0097047	GO:0006355;GO:0007059;GO:0051276;GO:0051289;GO:0051301	GO:0003677;GO:0005515;GO:0005543;GO:0042803;GO:0043565	GO:0005737;GO:0097047
945571	945571	GO:0005515;GO:0006811;GO:0006974;GO:0009279;GO:0009597;GO:0015075;GO:0015288;GO:0016020;GO:0019867;GO:0030288;GO:0034220;GO:0042802;GO:0042834;GO:0046718;GO:0046930;GO:0051701;GO:0106234	GO:0006811;GO:0006974;GO:0009597;GO:0034220;GO:0046718;GO:0051701	GO:0005515;GO:0015075;GO:0015288;GO:0042802;GO:0042834	GO:0009279;GO:0016020;GO:0019867;GO:0030288;GO:0046930;GO:0106234
947335	947335	GO:0000917;GO:0005515;GO:0006281;GO:0006974;GO:0009432;GO:0032272;GO:0032466;GO:0051301;GO:0051782;GO:2000245	GO:0000917;GO:0006281;GO:0006974;GO:0009432;GO:0032272;GO:0032466;GO:0051301;GO:0051782;GO:2000245	GO:0005515	
946504	946504	GO:0005515;GO:0006355;GO:0009290;GO:0030420;GO:1903658	GO:0006355;GO:0009290;GO:0030420;GO:1903658	GO:0005515	
947001	947001	GO:0005886			GO:0005886
945594	945594	GO:0005886			GO:0005886
946227	946227	GO:0000166;GO:0000725;GO:0003677;GO:0003678;GO:0004386;GO:0005515;GO:0005524;GO:0005829;GO:0016787;GO:0016853;GO:0016887;GO:0043138	GO:0000725	GO:0000166;GO:0003677;GO:0003678;GO:0004386;GO:0005515;GO:0005524;GO:0016787;GO:0016853;GO:0016887;GO:0043138	GO:0005829
945574	945574	GO:0005737;GO:0005829;GO:0008929;GO:0016829;GO:0019242;GO:0034214;GO:0042802	GO:0019242;GO:0034214	GO:0008929;GO:0016829;GO:0042802	GO:0005737;GO:0005829
945577	945577	GO:0030288			GO:0030288
949008	949008	GO:0005515;GO:0005737;GO:0005829		GO:0005515	GO:0005737;GO:0005829
945578	945578	GO:0003677;GO:0005737;GO:0009408;GO:0042802;GO:0044729;GO:0070207	GO:0009408;GO:0070207	GO:0003677;GO:0042802;GO:0044729	GO:0005737
946691	946691	GO:0003723;GO:0005737;GO:0005829;GO:0006364;GO:0008168;GO:0008649;GO:0009383;GO:0016434;GO:0016740;GO:0031167;GO:0032259;GO:0042803;GO:0044010;GO:0070475	GO:0006364;GO:0031167;GO:0032259;GO:0044010;GO:0070475	GO:0003723;GO:0008168;GO:0008649;GO:0009383;GO:0016434;GO:0016740;GO:0042803	GO:0005737;GO:0005829
945304	945304	GO:0003998;GO:0009408;GO:0016787	GO:0009408	GO:0003998;GO:0016787	
945023	945023	GO:0002143;GO:0005737;GO:0008033;GO:0016740;GO:0097163;GO:1990228	GO:0002143;GO:0008033	GO:0016740;GO:0097163	GO:0005737;GO:1990228
946016	946016	GO:0005262;GO:0005886;GO:0016020;GO:0030162;GO:0070588	GO:0030162;GO:0070588	GO:0005262	GO:0005886;GO:0016020
944826	944826				
945579	945579	GO:0005515;GO:0005886;GO:0006113;GO:0008901;GO:0009055;GO:0009061;GO:0009267;GO:0009375;GO:0016020;GO:0016491;GO:0019645;GO:0033748;GO:0044569;GO:0046872;GO:0051536;GO:0051538;GO:0051539;GO:0098567;GO:1902421	GO:0006113;GO:0009061;GO:0009267;GO:0019645;GO:1902421	GO:0005515;GO:0008901;GO:0009055;GO:0016491;GO:0033748;GO:0046872;GO:0051536;GO:0051538;GO:0051539	GO:0005886;GO:0009375;GO:0016020;GO:0044569;GO:0098567
945580	945580	GO:0005515;GO:0005886;GO:0006113;GO:0008901;GO:0009055;GO:0009061;GO:0009267;GO:0016020;GO:0016151;GO:0016491;GO:0019645;GO:0030288;GO:0033748;GO:0044569;GO:0046872;GO:0098567;GO:1902421	GO:0006113;GO:0009061;GO:0009267;GO:0019645;GO:1902421	GO:0005515;GO:0008901;GO:0009055;GO:0016151;GO:0016491;GO:0033748;GO:0046872	GO:0005886;GO:0016020;GO:0030288;GO:0044569;GO:0098567
945581	945581	GO:0005506;GO:0005515;GO:0005886;GO:0006113;GO:0009055;GO:0009061;GO:0009267;GO:0016020;GO:0019645;GO:0020037;GO:0022904;GO:0033748;GO:0044569;GO:0046872;GO:0098567;GO:1902421	GO:0006113;GO:0009061;GO:0009267;GO:0019645;GO:0022904;GO:1902421	GO:0005506;GO:0005515;GO:0009055;GO:0020037;GO:0033748;GO:0046872	GO:0005886;GO:0016020;GO:0044569;GO:0098567
945575	945575	GO:0004175;GO:0004190;GO:0005515;GO:0006508;GO:0008047;GO:0008233;GO:0016485;GO:0016787;GO:0046872	GO:0006508;GO:0016485	GO:0004175;GO:0004190;GO:0005515;GO:0008047;GO:0008233;GO:0016787;GO:0046872	
945573	945573	GO:0005048		GO:0005048	
945572	945572				
945585	945585	GO:0005886;GO:0006119;GO:0009055;GO:0009486;GO:0016020;GO:0016682;GO:0019646;GO:0020037;GO:0046872;GO:0055085;GO:0070069	GO:0006119;GO:0019646;GO:0055085	GO:0009055;GO:0009486;GO:0016682;GO:0020037;GO:0046872	GO:0005886;GO:0016020;GO:0070069
947547	947547	GO:0005886;GO:0006119;GO:0009055;GO:0009486;GO:0016020;GO:0016682;GO:0019646;GO:0046872;GO:0055085;GO:0070069	GO:0006119;GO:0019646;GO:0055085	GO:0009055;GO:0009486;GO:0016682;GO:0046872	GO:0005886;GO:0016020;GO:0070069
948955	948955	GO:0005515;GO:0005886;GO:0009279		GO:0005515	GO:0005886;GO:0009279
946206	946206	GO:0003924;GO:0008252;GO:0016036;GO:0016311;GO:0016787;GO:0030288;GO:0042597;GO:0050308;GO:0052745;GO:0071454	GO:0016036;GO:0016311;GO:0071454	GO:0003924;GO:0008252;GO:0016787;GO:0050308;GO:0052745	GO:0030288;GO:0042597
947409	947409	GO:0000166;GO:0004713;GO:0005524;GO:0005886;GO:0016020;GO:0016301;GO:0016740;GO:0038083;GO:0042802	GO:0038083	GO:0000166;GO:0004713;GO:0005524;GO:0016301;GO:0016740;GO:0042802	GO:0005886;GO:0016020
945236	945236	GO:0004721;GO:0004725;GO:0016787;GO:0035335	GO:0035335	GO:0004721;GO:0004725;GO:0016787	
945586	945586	GO:0006811;GO:0009279;GO:0015159;GO:0015288;GO:0015774;GO:0046930;GO:0055085	GO:0006811;GO:0015774;GO:0055085	GO:0015159;GO:0015288	GO:0009279;GO:0046930
945588	945588	GO:0005886			GO:0005886
944978	944978				
949118	949118	GO:0005886			GO:0005886
945029	945029	GO:0005886			GO:0005886
1450250	1450250	GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196		
945009	945009	GO:0003677;GO:0004803;GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196	GO:0003677;GO:0004803	
945590	945590	GO:0003676;GO:0003677;GO:0005737;GO:0005829;GO:0010468	GO:0010468	GO:0003676;GO:0003677	GO:0005737;GO:0005829
945591	945591	GO:0003676;GO:0003677;GO:0005515;GO:0005737;GO:0005829;GO:0009409;GO:0010468	GO:0009409;GO:0010468	GO:0003676;GO:0003677;GO:0005515	GO:0005737;GO:0005829
38094947	38094947				
946951	946951	GO:0005886			GO:0005886
1450249	1450249	GO:0005829;GO:0006646;GO:0042802;GO:0042803;GO:2001279	GO:0006646;GO:2001279	GO:0042802;GO:0042803	GO:0005829
946295	946295	GO:0005886;GO:0046872;GO:0051536;GO:0051539		GO:0046872;GO:0051536;GO:0051539	GO:0005886
945595	945595	GO:0000155;GO:0000160;GO:0000166;GO:0004673;GO:0004721;GO:0005515;GO:0005524;GO:0005886;GO:0006470;GO:0007165;GO:0009061;GO:0016020;GO:0016301;GO:0016740;GO:0016772;GO:0042802;GO:0042803;GO:0046777	GO:0000160;GO:0006470;GO:0007165;GO:0009061;GO:0046777	GO:0000155;GO:0000166;GO:0004673;GO:0004721;GO:0005515;GO:0005524;GO:0016301;GO:0016740;GO:0016772;GO:0042802;GO:0042803	GO:0005886;GO:0016020
946289	946289	GO:0000976;GO:0003700;GO:0006355;GO:0009061;GO:0042597	GO:0006355;GO:0009061	GO:0000976;GO:0003700	GO:0042597
946182	946182	GO:0000156;GO:0000160;GO:0000976;GO:0003677;GO:0005737;GO:0005829;GO:0006355;GO:0032993;GO:0097532	GO:0000160;GO:0006355;GO:0097532	GO:0000156;GO:0000976;GO:0003677	GO:0005737;GO:0005829;GO:0032993
946252	946252	GO:0005506;GO:0005515;GO:0005886;GO:0006885;GO:0009055;GO:0009060;GO:0009061;GO:0009276;GO:0009968;GO:0016020;GO:0019645;GO:0020037;GO:0030288;GO:0046872;GO:1904852	GO:0006885;GO:0009060;GO:0009061;GO:0009968;GO:0019645	GO:0005506;GO:0005515;GO:0009055;GO:0020037;GO:0046872	GO:0005886;GO:0009276;GO:0016020;GO:0030288;GO:1904852
946267	946267	GO:0005515;GO:0006885;GO:0009055;GO:0009060;GO:0009061;GO:0016491;GO:0019645;GO:0030151;GO:0030288;GO:0042597;GO:0043546;GO:0046872;GO:0050626;GO:1904852	GO:0006885;GO:0009060;GO:0009061;GO:0019645	GO:0005515;GO:0009055;GO:0016491;GO:0030151;GO:0043546;GO:0046872;GO:0050626	GO:0030288;GO:0042597;GO:1904852
945625	945625	GO:0005515;GO:0005737;GO:0006457;GO:0042277;GO:0042802;GO:0043546;GO:0051259;GO:0051604	GO:0006457;GO:0051259;GO:0051604	GO:0005515;GO:0042277;GO:0042802;GO:0043546	GO:0005737
945597	945597	GO:0004857;GO:0005515		GO:0004857;GO:0005515	
947572	947572	GO:0003677;GO:0003681;GO:0005515;GO:0005737;GO:0006457;GO:0009295;GO:0042026;GO:0042802;GO:0043590;GO:0051082	GO:0006457;GO:0042026	GO:0003677;GO:0003681;GO:0005515;GO:0042802;GO:0051082	GO:0005737;GO:0009295;GO:0043590
947468	947468				
945773	945773	GO:0006007;GO:0008877;GO:0016158;GO:0016787;GO:0030288;GO:0042597;GO:0050308	GO:0006007	GO:0008877;GO:0016158;GO:0016787;GO:0050308	GO:0030288;GO:0042597
948930	948930	GO:0005829			GO:0005829
947263	947263	GO:0000166;GO:0003955;GO:0005829;GO:0006979;GO:0008753;GO:0010181;GO:0016020;GO:0016491;GO:0032991;GO:0042802;GO:0050136;GO:0050660;GO:0050661;GO:0051287	GO:0006979	GO:0000166;GO:0003955;GO:0008753;GO:0010181;GO:0016491;GO:0042802;GO:0050136;GO:0050660;GO:0050661;GO:0051287	GO:0005829;GO:0016020;GO:0032991
945598	945598	GO:0043709	GO:0043709		
946589	946589	GO:0005350;GO:0005886;GO:0006212;GO:0006864;GO:0015205;GO:0015210;GO:0015218;GO:0015293;GO:0015505;GO:0016020;GO:0022857;GO:0055085;GO:0098721;GO:1904082	GO:0006212;GO:0006864;GO:0055085;GO:0098721;GO:1904082	GO:0005350;GO:0015205;GO:0015210;GO:0015218;GO:0015293;GO:0015505;GO:0022857	GO:0005886;GO:0016020
946594	946594	GO:0006208;GO:0006212;GO:0008752;GO:0010181;GO:0016491;GO:0016646;GO:0019740;GO:0042602;GO:0052874	GO:0006208;GO:0006212;GO:0019740	GO:0008752;GO:0010181;GO:0016491;GO:0016646;GO:0042602;GO:0052874	
946591	946591	GO:0006208;GO:0006212;GO:0006974;GO:0010181;GO:0016491;GO:0019740;GO:0035527	GO:0006208;GO:0006212;GO:0006974;GO:0019740	GO:0010181;GO:0016491;GO:0035527	
946586	946586	GO:0006208;GO:0006212;GO:0016787;GO:0016811;GO:0019740;GO:0042803	GO:0006208;GO:0006212;GO:0019740	GO:0016787;GO:0016811;GO:0042803	
945599	945599	GO:0005829;GO:0006208;GO:0006212;GO:0016787;GO:0016810;GO:0019239;GO:0019740;GO:0042802	GO:0006208;GO:0006212;GO:0019740	GO:0016787;GO:0016810;GO:0019239;GO:0042802	GO:0005829
945699	945699	GO:0006208;GO:0006212;GO:0016787;GO:0016811;GO:0019740	GO:0006208;GO:0006212;GO:0019740	GO:0016787;GO:0016811	
945643	945643	GO:0004497;GO:0006208;GO:0006210;GO:0006212;GO:0008726;GO:0016491;GO:0016705;GO:0019740;GO:0046306;GO:0052614	GO:0006208;GO:0006210;GO:0006212;GO:0019740;GO:0046306	GO:0004497;GO:0008726;GO:0016491;GO:0016705;GO:0052614	
945075	945075	GO:0000976;GO:0003677;GO:0003700;GO:0005515;GO:0006355;GO:0045892;GO:0045893	GO:0006355;GO:0045892;GO:0045893	GO:0000976;GO:0003677;GO:0003700;GO:0005515	
945600	945600	GO:0000976;GO:0000987;GO:0001217;GO:0003677;GO:0003700;GO:0003824;GO:0003842;GO:0004657;GO:0005829;GO:0005886;GO:0006355;GO:0006560;GO:0006979;GO:0009898;GO:0010133;GO:0016491;GO:0016620;GO:0042802;GO:0042803;GO:0043168;GO:0043565;GO:0045892;GO:0050660;GO:0098562;GO:1901363	GO:0006355;GO:0006560;GO:0006979;GO:0010133;GO:0045892	GO:0000976;GO:0000987;GO:0001217;GO:0003677;GO:0003700;GO:0003824;GO:0003842;GO:0004657;GO:0016491;GO:0016620;GO:0042802;GO:0042803;GO:0043168;GO:0043565;GO:0050660;GO:1901363	GO:0005829;GO:0005886;GO:0009898;GO:0098562
38094948	38094948				
945602	945602	GO:0005298;GO:0005886;GO:0006811;GO:0006814;GO:0006865;GO:0015193;GO:0015293;GO:0015824;GO:0015912;GO:0016020;GO:0022857;GO:0031402;GO:0035524;GO:0055085;GO:1905039	GO:0006811;GO:0006814;GO:0006865;GO:0015824;GO:0015912;GO:0035524;GO:0055085;GO:1905039	GO:0005298;GO:0015193;GO:0015293;GO:0022857;GO:0031402	GO:0005886;GO:0016020
945603	945603	GO:0006979;GO:0009411;GO:0009636;GO:0030288;GO:0042597;GO:0046677	GO:0006979;GO:0009411;GO:0009636;GO:0046677		GO:0030288;GO:0042597
946500	946500	GO:0004325;GO:0004601;GO:0005829;GO:0006974;GO:0016491;GO:0016829;GO:0020037;GO:0030288;GO:0033212;GO:0042597;GO:0046872;GO:0098869	GO:0006974;GO:0033212;GO:0098869	GO:0004325;GO:0004601;GO:0016491;GO:0016829;GO:0020037;GO:0046872	GO:0005829;GO:0030288;GO:0042597
948010	948010	GO:0000166;GO:0005524;GO:0005737;GO:0005829		GO:0000166;GO:0005524	GO:0005737;GO:0005829
947503	947503	GO:0005515;GO:0005886;GO:0043708;GO:0043709	GO:0043708;GO:0043709	GO:0005515	GO:0005886
945606	945606	GO:0005515;GO:0005886;GO:0008375;GO:0016740;GO:0016757;GO:0043708	GO:0043708	GO:0005515;GO:0008375;GO:0016740;GO:0016757	GO:0005886
945604	945604	GO:0004553;GO:0005515;GO:0005975;GO:0009279;GO:0016787;GO:0016810;GO:0043708;GO:0044010;GO:0098732	GO:0005975;GO:0043708;GO:0044010;GO:0098732	GO:0004553;GO:0005515;GO:0016787;GO:0016810	GO:0009279
945596	945596	GO:0009279;GO:0015159;GO:0015774;GO:0044010;GO:0055085;GO:1901515	GO:0015774;GO:0044010;GO:0055085	GO:0015159;GO:1901515	GO:0009279
945593	945593	GO:0000166;GO:0005525;GO:0005886;GO:0016740;GO:0046872;GO:0052621;GO:0061939;GO:0090609	GO:0061939;GO:0090609	GO:0000166;GO:0005525;GO:0016740;GO:0046872;GO:0052621	GO:0005886
945587	945587	GO:0003676;GO:0003677;GO:0006310;GO:0015074;GO:0032196	GO:0006310;GO:0015074;GO:0032196	GO:0003676;GO:0003677	
945584	945584	GO:0003677;GO:0004803;GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196	GO:0003677;GO:0004803	
945592	945592	GO:0005886			GO:0005886
945714	945714				
946431	946431	GO:0005737;GO:0005829;GO:0008465;GO:0016491;GO:0016616;GO:0016618;GO:0030267;GO:0033554;GO:0051287;GO:0120509	GO:0033554	GO:0008465;GO:0016491;GO:0016616;GO:0016618;GO:0030267;GO:0051287;GO:0120509	GO:0005737;GO:0005829
948477	948477	GO:0003824;GO:0005515;GO:0005829;GO:0008270;GO:0016787;GO:0016791;GO:0042578;GO:0042802;GO:0046872;GO:0071978	GO:0071978	GO:0003824;GO:0005515;GO:0008270;GO:0016787;GO:0016791;GO:0042578;GO:0042802;GO:0046872	GO:0005829
945609	945609	GO:0005515;GO:0005737;GO:0005829;GO:0006974;GO:0051604;GO:0071978	GO:0006974;GO:0051604;GO:0071978	GO:0005515	GO:0005737;GO:0005829
945617	945617	GO:0005886			GO:0005886
945619	945619	GO:0005515;GO:0005886;GO:0009279;GO:0030288;GO:0042802;GO:0044010;GO:0062155;GO:0071806;GO:0098775;GO:0098777	GO:0044010;GO:0071806;GO:0098775;GO:0098777	GO:0005515;GO:0042802	GO:0005886;GO:0009279;GO:0030288;GO:0062155
945622	945622	GO:0005515;GO:0009279;GO:0042802;GO:0062155;GO:0098775;GO:0098777	GO:0098775;GO:0098777	GO:0005515;GO:0042802	GO:0009279;GO:0062155
945711	945711	GO:0005515;GO:0009279;GO:0042802;GO:0044010;GO:0062155;GO:0071806;GO:0098775;GO:0098777	GO:0044010;GO:0071806;GO:0098775;GO:0098777	GO:0005515;GO:0042802	GO:0009279;GO:0062155
949119	949119	GO:0000976;GO:0000987;GO:0001216;GO:0001217;GO:0003677;GO:0005886;GO:0006355;GO:0032993;GO:0042802;GO:0045892;GO:1900190;GO:2000144	GO:0006355;GO:0045892;GO:1900190;GO:2000144	GO:0000976;GO:0000987;GO:0001216;GO:0001217;GO:0003677;GO:0042802	GO:0005886;GO:0032993
947391	947391	GO:0005515;GO:0007155;GO:0009279;GO:0009289;GO:0042802;GO:0044010;GO:0098775;GO:1905906;GO:1990000	GO:0007155;GO:0044010;GO:0098775;GO:1905906;GO:1990000	GO:0005515;GO:0042802	GO:0009279;GO:0009289
949055	949055				
945623	945623	GO:0042597			GO:0042597
949012	949012	GO:0044010	GO:0044010		
946987	946987	GO:0001883;GO:0008428;GO:0016787;GO:0019213;GO:0019899;GO:0042278;GO:0046677;GO:0060698;GO:0061463;GO:1900231	GO:0042278;GO:0046677;GO:1900231	GO:0001883;GO:0008428;GO:0016787;GO:0019213;GO:0019899;GO:0060698;GO:0061463	
947321	947321	GO:0003824;GO:0006629;GO:0008654;GO:0016740;GO:0016780;GO:0030572;GO:0032049;GO:0050685;GO:0090483	GO:0006629;GO:0008654;GO:0032049;GO:0050685	GO:0003824;GO:0016740;GO:0016780;GO:0030572;GO:0090483	
946944	946944	GO:0005886;GO:0009250;GO:0016740;GO:0016741;GO:0016746;GO:0016747;GO:0016748;GO:1900727	GO:0009250;GO:1900727	GO:0016740;GO:0016741;GO:0016746;GO:0016747;GO:0016748	GO:0005886
945005	945005	GO:0003824;GO:0005975;GO:0009250;GO:0016051;GO:0030246;GO:0042597;GO:0051274	GO:0005975;GO:0009250;GO:0016051;GO:0051274	GO:0003824;GO:0030246	GO:0042597
945624	945624	GO:0005515;GO:0005886;GO:0008361;GO:0009250;GO:0016740;GO:0016757;GO:0016758;GO:1900727	GO:0008361;GO:0009250;GO:1900727	GO:0005515;GO:0016740;GO:0016757;GO:0016758	GO:0005886
945613	945613	GO:0006974	GO:0006974		
945612	945612	GO:0005829			GO:0005829
945627	945627	GO:0005886;GO:0022857;GO:0046677;GO:0055085;GO:1901562;GO:1990961	GO:0046677;GO:0055085;GO:1901562;GO:1990961	GO:0022857	GO:0005886
946216	946216	GO:0005886;GO:0006950;GO:0008913;GO:0009103;GO:0009245;GO:0009247;GO:0016020;GO:0016740;GO:0016746;GO:0036104	GO:0006950;GO:0009103;GO:0009245;GO:0009247;GO:0036104	GO:0008913;GO:0016740;GO:0016746	GO:0005886;GO:0016020
945601	945601	GO:0002098;GO:0005515;GO:0006400;GO:0008033;GO:0016491;GO:0016705	GO:0002098;GO:0006400;GO:0008033	GO:0005515;GO:0016491;GO:0016705	
946145	946145	GO:0005615;GO:0030288;GO:0042597			GO:0005615;GO:0030288;GO:0042597
945628	945628	GO:0005886;GO:0009055;GO:0016020;GO:0020037;GO:0022904;GO:0046872	GO:0022904	GO:0009055;GO:0020037;GO:0046872	GO:0005886;GO:0016020
945629	945629	GO:0005886;GO:0010447;GO:0044010	GO:0010447;GO:0044010		GO:0005886
944983	944983	GO:0005829;GO:0006974;GO:0008115;GO:0016491;GO:0016647;GO:0050131;GO:0050660	GO:0006974	GO:0008115;GO:0016491;GO:0016647;GO:0050131;GO:0050660	GO:0005829
946104	946104	GO:0090609;GO:1900190	GO:0090609;GO:1900190		
945022	945022	GO:0006281;GO:0006974;GO:0009432;GO:0019899	GO:0006281;GO:0006974;GO:0009432	GO:0019899	
945787	945787	GO:0004151;GO:0005737;GO:0005829;GO:0006207;GO:0006221;GO:0008270;GO:0016787;GO:0016812;GO:0019856;GO:0042803;GO:0044205;GO:0046872	GO:0006207;GO:0006221;GO:0019856;GO:0044205	GO:0004151;GO:0008270;GO:0016787;GO:0016812;GO:0042803;GO:0046872	GO:0005737;GO:0005829
947377	947377	GO:0005886			GO:0005886
946926	946926	GO:0005829;GO:0015038		GO:0015038	GO:0005829
946920	946920	GO:0005886;GO:0022857;GO:0046677;GO:0055085	GO:0046677;GO:0055085	GO:0022857	GO:0005886
946910	946910	GO:0005737;GO:0005829;GO:0008080;GO:0008999;GO:0016740;GO:0016746;GO:0016747;GO:0030490;GO:0042254;GO:1990189	GO:0030490;GO:0042254	GO:0008080;GO:0008999;GO:0016740;GO:0016746;GO:0016747;GO:1990189	GO:0005737;GO:0005829
945633	945633	GO:0005829			GO:0005829
945204	945204	GO:0000166;GO:0016491		GO:0000166;GO:0016491	
945487	945487	GO:0000935;GO:0005886;GO:0008360;GO:0009252;GO:0015648;GO:0015836;GO:0034203;GO:0034204;GO:0071555;GO:1901612	GO:0008360;GO:0009252;GO:0015836;GO:0034203;GO:0034204;GO:0071555	GO:0015648;GO:1901612	GO:0000935;GO:0005886
945634	945634	GO:0005515;GO:0005737;GO:0044780;GO:0044781	GO:0044780;GO:0044781	GO:0005515	GO:0005737
946684	946684	GO:0005515;GO:0016989;GO:0044781;GO:0045861;GO:0045892	GO:0044781;GO:0045861;GO:0045892	GO:0005515;GO:0016989	
946300	946300	GO:0042597;GO:0044780;GO:0044781;GO:0071973	GO:0044780;GO:0044781;GO:0071973		GO:0042597
945678	945678	GO:0006935;GO:0009288;GO:0009425;GO:0030694;GO:0071973	GO:0006935;GO:0071973		GO:0009288;GO:0009425;GO:0030694
946687	946687	GO:0006935;GO:0009288;GO:0009425;GO:0030694;GO:0071973;GO:0071978	GO:0006935;GO:0071973;GO:0071978		GO:0009288;GO:0009425;GO:0030694
945813	945813	GO:0005829;GO:0044781	GO:0044781		GO:0005829
945636	945636	GO:0005829;GO:0009288;GO:0009424;GO:0009425;GO:0071978	GO:0071978		GO:0005829;GO:0009288;GO:0009424;GO:0009425
945639	945639	GO:0006935;GO:0009288;GO:0009425;GO:0030694;GO:0071973;GO:0071978	GO:0006935;GO:0071973;GO:0071978		GO:0009288;GO:0009425;GO:0030694
945647	945647	GO:0006935;GO:0009279;GO:0009288;GO:0009425;GO:0009426;GO:0030694;GO:0071973;GO:0071978	GO:0006935;GO:0071973;GO:0071978		GO:0009279;GO:0009288;GO:0009425;GO:0009426;GO:0030694
946996	946996	GO:0003774;GO:0006970;GO:0009279;GO:0009425;GO:0009427;GO:0071973;GO:0097588	GO:0006970;GO:0071973;GO:0097588	GO:0003774	GO:0009279;GO:0009425;GO:0009427
947534	947534	GO:0005198;GO:0006974;GO:0009425;GO:0009428;GO:0030288;GO:0042597;GO:0071973;GO:0097588	GO:0006974;GO:0071973;GO:0097588	GO:0005198	GO:0009425;GO:0009428;GO:0030288;GO:0042597
947456	947456	GO:0004040;GO:0016787;GO:0016798;GO:0042597;GO:0044780;GO:0044781;GO:0071555;GO:0071973	GO:0044780;GO:0044781;GO:0071555;GO:0071973	GO:0004040;GO:0016787;GO:0016798	GO:0042597
945648	945648	GO:0005198;GO:0005515;GO:0005576;GO:0009288;GO:0009424;GO:0044780	GO:0044780	GO:0005198;GO:0005515	GO:0005576;GO:0009288;GO:0009424
945646	945646	GO:0005198;GO:0005576;GO:0009288;GO:0009424;GO:0071973	GO:0071973	GO:0005198	GO:0005576;GO:0009288;GO:0009424
71004558	71004558				
945641	945641	GO:0000049;GO:0000287;GO:0000967;GO:0003676;GO:0003723;GO:0004518;GO:0004519;GO:0004521;GO:0004540;GO:0005515;GO:0005737;GO:0005886;GO:0006364;GO:0006396;GO:0006401;GO:0006402;GO:0008033;GO:0008270;GO:0008312;GO:0008995;GO:0009898;GO:0016020;GO:0016787;GO:0017151;GO:0019843;GO:0032781;GO:0042802;GO:0046872;GO:0051259;GO:0051289;GO:0060090;GO:1902555;GO:1990061	GO:0000967;GO:0006364;GO:0006396;GO:0006401;GO:0006402;GO:0008033;GO:0032781;GO:0051259;GO:0051289	GO:0000049;GO:0000287;GO:0003676;GO:0003723;GO:0004518;GO:0004519;GO:0004521;GO:0004540;GO:0005515;GO:0008270;GO:0008312;GO:0008995;GO:0016787;GO:0017151;GO:0019843;GO:0042802;GO:0046872;GO:0060090	GO:0005737;GO:0005886;GO:0009898;GO:0016020;GO:1902555;GO:1990061
945640	945640				
945637	945637	GO:0000455;GO:0001522;GO:0003723;GO:0005829;GO:0006364;GO:0009451;GO:0009982;GO:0016853;GO:0120159;GO:0160141	GO:0000455;GO:0001522;GO:0006364;GO:0009451	GO:0003723;GO:0009982;GO:0016853;GO:0120159;GO:0160141	GO:0005829
