gene_key	entrez_gene_id	go_terms	go_bp	go_mf	go_cc
945453	945453	GO:0000987;GO:0003677;GO:0003700;GO:0006355;GO:0098531;GO:2000143	GO:0006355;GO:2000143	GO:0000987;GO:0003677;GO:0003700;GO:0098531	
945450	945450	GO:0005886;GO:0008360;GO:0009252;GO:0016787;GO:0046677;GO:0050380;GO:0071555	GO:0008360;GO:0009252;GO:0046677;GO:0071555	GO:0016787;GO:0050380	GO:0005886
945448	945448	GO:0005886;GO:0015385;GO:0015386;GO:0016020;GO:0022857;GO:0030641;GO:0035725;GO:0042908;GO:0046677;GO:0055085;GO:0071805;GO:0140115;GO:1902600;GO:1990961	GO:0030641;GO:0035725;GO:0042908;GO:0046677;GO:0055085;GO:0071805;GO:0140115;GO:1902600;GO:1990961	GO:0015385;GO:0015386;GO:0022857	GO:0005886;GO:0016020
945447	945447				
945470	945470	GO:0000287;GO:0005829;GO:0009231;GO:0016787;GO:0016791;GO:0043726;GO:0046872	GO:0009231	GO:0000287;GO:0016787;GO:0016791;GO:0043726;GO:0046872	GO:0005829
945471	945471	GO:0005886;GO:0016020;GO:0022857;GO:0055085	GO:0055085	GO:0022857	GO:0005886;GO:0016020
945473	945473	GO:0003677;GO:0003700;GO:0006351;GO:0045893	GO:0006351;GO:0045893	GO:0003677;GO:0003700	
2847774	2847774				
945474	945474	GO:0005886;GO:0006813;GO:0008324;GO:0022857;GO:0055085;GO:0098655	GO:0006813;GO:0055085;GO:0098655	GO:0008324;GO:0022857	GO:0005886
945477	945477	GO:0005886;GO:0016020			GO:0005886;GO:0016020
945479	945479	GO:0000166;GO:0005737;GO:0009055;GO:0009263;GO:0010134;GO:0015035;GO:0015036;GO:0015038;GO:0019153;GO:0019345;GO:0034599;GO:0045454	GO:0009263;GO:0010134;GO:0019345;GO:0034599;GO:0045454	GO:0000166;GO:0009055;GO:0015035;GO:0015036;GO:0015038;GO:0019153	GO:0005737
945481	945481	GO:0016020;GO:1901422;GO:1901562	GO:1901422;GO:1901562		GO:0016020
945483	945483	GO:0003955;GO:0005515;GO:0005829;GO:0010181;GO:0016491;GO:0042803		GO:0003955;GO:0005515;GO:0010181;GO:0016491;GO:0042803	GO:0005829
945484	945484	GO:0000166;GO:0003824;GO:0005524;GO:0005737;GO:0006412;GO:0009432;GO:0016874;GO:0018169;GO:0018410;GO:0042802;GO:0046872	GO:0006412;GO:0009432;GO:0018410	GO:0000166;GO:0003824;GO:0005524;GO:0016874;GO:0018169;GO:0042802;GO:0046872	GO:0005737
945482	945482	GO:0005515;GO:0009297;GO:0010212;GO:0030308;GO:1900232;GO:1902201;GO:1902209	GO:0009297;GO:0010212;GO:0030308;GO:1900232;GO:1902201;GO:1902209	GO:0005515	
945480	945480	GO:0015846;GO:0015847;GO:0016020;GO:0019808;GO:0019809;GO:0019810;GO:0030288;GO:0042597;GO:0055052	GO:0015846;GO:0015847	GO:0019808;GO:0019809;GO:0019810	GO:0016020;GO:0030288;GO:0042597;GO:0055052
945476	945476	GO:0000166;GO:0005524;GO:0005886;GO:0015417;GO:0015594;GO:0015846;GO:0015847;GO:0016020;GO:0016887;GO:0022857;GO:0043190;GO:0055052;GO:0055085;GO:0140359;GO:1902047	GO:0015846;GO:0015847;GO:0055085;GO:1902047	GO:0000166;GO:0005524;GO:0015417;GO:0015594;GO:0016887;GO:0022857;GO:0140359	GO:0005886;GO:0016020;GO:0043190;GO:0055052
945475	945475	GO:0005886;GO:0015417;GO:0015847;GO:0016020;GO:0043190;GO:0055052;GO:0055085;GO:1903711	GO:0015847;GO:0055085;GO:1903711	GO:0015417	GO:0005886;GO:0016020;GO:0043190;GO:0055052
945485	945485	GO:0005886;GO:0015417;GO:0015847;GO:0016020;GO:0043190;GO:0055052;GO:0055085;GO:1902047	GO:0015847;GO:0055085;GO:1902047	GO:0015417	GO:0005886;GO:0016020;GO:0043190;GO:0055052
945488	945488	GO:0005886			GO:0005886
947260	947260	GO:0005506;GO:0006364;GO:0006396;GO:0008168;GO:0008173;GO:0008757;GO:0009451;GO:0016070;GO:0016436;GO:0016740;GO:0031167;GO:0032259;GO:0046872;GO:0051536;GO:0051539;GO:0070041;GO:0070475	GO:0006364;GO:0006396;GO:0009451;GO:0016070;GO:0031167;GO:0032259;GO:0070475	GO:0005506;GO:0008168;GO:0008173;GO:0008757;GO:0016436;GO:0016740;GO:0046872;GO:0051536;GO:0051539;GO:0070041	
948981	948981	GO:0006865;GO:0015276;GO:0016020;GO:0016597;GO:0030288;GO:0034220;GO:0034618;GO:0042597;GO:0055052;GO:0097638;GO:1903826	GO:0006865;GO:0034220;GO:0097638;GO:1903826	GO:0015276;GO:0016597;GO:0034618	GO:0016020;GO:0030288;GO:0042597;GO:0055052
949066	949066	GO:0005886;GO:0006865;GO:0016020;GO:0022857;GO:0043190;GO:0055052;GO:0055085;GO:0097638	GO:0006865;GO:0055085;GO:0097638	GO:0022857	GO:0005886;GO:0016020;GO:0043190;GO:0055052
949046	949046	GO:0005886;GO:0006865;GO:0016020;GO:0022857;GO:0043190;GO:0055052;GO:0055085;GO:0097638	GO:0006865;GO:0055085;GO:0097638	GO:0022857	GO:0005886;GO:0016020;GO:0043190;GO:0055052
948988	948988	GO:0006865;GO:0015276;GO:0016020;GO:0016597;GO:0030288;GO:0034220;GO:0042597;GO:0055052;GO:0097638	GO:0006865;GO:0034220;GO:0097638	GO:0015276;GO:0016597	GO:0016020;GO:0030288;GO:0042597;GO:0055052
945489	945489	GO:0000166;GO:0003333;GO:0005524;GO:0005886;GO:0006865;GO:0015424;GO:0015426;GO:0016020;GO:0016887;GO:0042626;GO:0055052;GO:0097638	GO:0003333;GO:0006865;GO:0097638	GO:0000166;GO:0005524;GO:0015424;GO:0015426;GO:0016887;GO:0042626	GO:0005886;GO:0016020;GO:0055052
945491	945491	GO:0005886			GO:0005886
945493	945493	GO:0005515;GO:0005886		GO:0005515	GO:0005886
945494	945494	GO:0008270;GO:0008745;GO:0009253;GO:0009254;GO:0009279;GO:0009392;GO:0016787;GO:0019867;GO:0046872;GO:0071555	GO:0009253;GO:0009254;GO:0071555	GO:0008270;GO:0008745;GO:0009392;GO:0016787;GO:0046872	GO:0009279;GO:0019867
945495	945495				
945496	945496	GO:0005886			GO:0005886
944955	944955	GO:0004793;GO:0005829;GO:0006520;GO:0006545;GO:0006567;GO:0008732;GO:0016829;GO:0030170;GO:0042802;GO:0044283;GO:0050179	GO:0006520;GO:0006545;GO:0006567;GO:0044283	GO:0004793;GO:0008732;GO:0016829;GO:0030170;GO:0042802;GO:0050179	GO:0005829
946132	946132	GO:0000166;GO:0000287;GO:0003824;GO:0005829;GO:0005886;GO:0006090;GO:0008289;GO:0016491;GO:0019752;GO:0030976;GO:0032991;GO:0042802;GO:0042867;GO:0046872;GO:0048039;GO:0050660;GO:0052737	GO:0006090;GO:0019752;GO:0042867	GO:0000166;GO:0000287;GO:0003824;GO:0008289;GO:0016491;GO:0030976;GO:0042802;GO:0046872;GO:0048039;GO:0050660;GO:0052737	GO:0005829;GO:0005886;GO:0032991
947660	947660	GO:0016491;GO:0016651;GO:0046872;GO:0050660;GO:0051536;GO:0051537		GO:0016491;GO:0016651;GO:0046872;GO:0050660;GO:0051536;GO:0051537	
946592	946592	GO:0003824;GO:0004601;GO:0005515;GO:0005737;GO:0016491;GO:0016661;GO:0018119;GO:0035606;GO:0042542;GO:0046210;GO:0046872;GO:0050418;GO:0051536;GO:0051537;GO:0098869	GO:0018119;GO:0035606;GO:0042542;GO:0046210;GO:0098869	GO:0003824;GO:0004601;GO:0005515;GO:0016491;GO:0016661;GO:0046872;GO:0050418;GO:0051536;GO:0051537	GO:0005737
947142	947142	GO:0005886;GO:0006865;GO:0015661;GO:1903401	GO:0006865;GO:1903401	GO:0015661	GO:0005886
945497	945497	GO:0005515;GO:0005886;GO:0006833;GO:0006970;GO:0009992;GO:0015250;GO:0015267;GO:0016020;GO:0042802;GO:0055085	GO:0006833;GO:0006970;GO:0009992;GO:0055085	GO:0005515;GO:0015250;GO:0015267;GO:0042802	GO:0005886;GO:0016020
945498	945498	GO:0000166;GO:0000731;GO:0005524;GO:0006302	GO:0000731;GO:0006302	GO:0000166;GO:0005524	
946025	946025	GO:0006974	GO:0006974		
947322	947322	GO:0005515;GO:0005886;GO:0015562;GO:0016020;GO:0019898;GO:0022857;GO:0042802;GO:0042893;GO:0042897;GO:0042908;GO:0046677;GO:0055085;GO:1990195;GO:1990196;GO:1990281;GO:1990961	GO:0042893;GO:0042908;GO:0046677;GO:0055085;GO:1990961	GO:0005515;GO:0015562;GO:0022857;GO:0042802;GO:0042897	GO:0005886;GO:0016020;GO:0019898;GO:1990195;GO:1990196;GO:1990281
945164	945164	GO:0000166;GO:0005515;GO:0005524;GO:0005886;GO:0008559;GO:0016020;GO:0016887;GO:0022857;GO:0042802;GO:0042803;GO:0042893;GO:0042897;GO:0046677;GO:1902495;GO:1990196;GO:1990961	GO:0042893;GO:0046677;GO:1990961	GO:0000166;GO:0005515;GO:0005524;GO:0008559;GO:0016887;GO:0022857;GO:0042802;GO:0042803;GO:0042897	GO:0005886;GO:0016020;GO:1902495;GO:1990196
945669	945669	GO:0003676;GO:0003677;GO:0003697;GO:0003723;GO:0005515;GO:0005737;GO:0005829;GO:0006355;GO:0008156;GO:0010468;GO:0035821;GO:0042594;GO:0042803;GO:0090729	GO:0006355;GO:0008156;GO:0010468;GO:0035821;GO:0042594	GO:0003676;GO:0003677;GO:0003697;GO:0003723;GO:0005515;GO:0042803;GO:0090729	GO:0005737;GO:0005829
63925631	63925631				
948443	948443	GO:0005515;GO:0006508;GO:0009408;GO:0030163;GO:0051087;GO:0140678	GO:0006508;GO:0009408;GO:0030163	GO:0005515;GO:0051087;GO:0140678	
945764	945764	GO:0000166;GO:0004176;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006508;GO:0006515;GO:0006979;GO:0009368;GO:0016887;GO:0034605;GO:0043335	GO:0006508;GO:0006515;GO:0006979;GO:0034605;GO:0043335	GO:0000166;GO:0004176;GO:0005515;GO:0005524;GO:0016887	GO:0005737;GO:0005829;GO:0009368
945501	945501				
945500	945500	GO:0003676;GO:0003723;GO:0003743;GO:0005515;GO:0005737;GO:0005829;GO:0006412;GO:0006413;GO:0019843;GO:0043022	GO:0006412;GO:0006413	GO:0003676;GO:0003723;GO:0003743;GO:0005515;GO:0019843;GO:0043022	GO:0005737;GO:0005829
945490	945490	GO:0005737;GO:0008914;GO:0016740;GO:0016746;GO:0016755;GO:0030163	GO:0030163	GO:0008914;GO:0016740;GO:0016746;GO:0016755	GO:0005737
945504	945504	GO:0000166;GO:0005524;GO:0005886;GO:0006865;GO:0015439;GO:0016020;GO:0016887;GO:0033228;GO:0034775;GO:0035351;GO:0042626;GO:0043190;GO:0045454;GO:0055051;GO:0055085;GO:0140359;GO:1903605	GO:0006865;GO:0033228;GO:0034775;GO:0035351;GO:0045454;GO:0055085;GO:1903605	GO:0000166;GO:0005524;GO:0015439;GO:0016887;GO:0042626;GO:0140359	GO:0005886;GO:0016020;GO:0043190;GO:0055051
949052	949052	GO:0000166;GO:0005524;GO:0005886;GO:0006865;GO:0006869;GO:0015439;GO:0016020;GO:0016887;GO:0033228;GO:0034040;GO:0034775;GO:0035351;GO:0042883;GO:0043190;GO:0045454;GO:0055051;GO:0055085;GO:0140359;GO:1903605	GO:0006865;GO:0006869;GO:0033228;GO:0034775;GO:0035351;GO:0042883;GO:0045454;GO:0055085;GO:1903605	GO:0000166;GO:0005524;GO:0015439;GO:0016887;GO:0034040;GO:0140359	GO:0005886;GO:0016020;GO:0043190;GO:0055051
949054	949054	GO:0004791;GO:0005515;GO:0005737;GO:0005829;GO:0016491;GO:0019430;GO:0032991;GO:0045454;GO:0050660;GO:1902515	GO:0019430;GO:0045454	GO:0004791;GO:0005515;GO:0016491;GO:0050660	GO:0005737;GO:0005829;GO:0032991;GO:1902515
949051	949051	GO:0000976;GO:0001216;GO:0001217;GO:0003677;GO:0005515;GO:0005829;GO:0006355;GO:0006524;GO:0032993;GO:0042802;GO:0043201;GO:0043565;GO:0045892;GO:0045893	GO:0006355;GO:0006524;GO:0043201;GO:0045892;GO:0045893	GO:0000976;GO:0001216;GO:0001217;GO:0003677;GO:0005515;GO:0042802;GO:0043565	GO:0005829;GO:0032993
945102	945102	GO:0000166;GO:0000917;GO:0000920;GO:0003677;GO:0005515;GO:0005524;GO:0005886;GO:0006970;GO:0007059;GO:0009651;GO:0015616;GO:0016020;GO:0016887;GO:0032153;GO:0036121;GO:0042802;GO:0043093;GO:0043565;GO:0045893;GO:0051301;GO:0071236;GO:1990586	GO:0000917;GO:0000920;GO:0006970;GO:0007059;GO:0009651;GO:0043093;GO:0045893;GO:0051301;GO:0071236	GO:0000166;GO:0003677;GO:0005515;GO:0005524;GO:0015616;GO:0016887;GO:0036121;GO:0042802;GO:0043565	GO:0005886;GO:0016020;GO:0032153;GO:1990586
948989	948989	GO:0005515;GO:0015031;GO:0030288;GO:0042597;GO:0042953;GO:0044874	GO:0015031;GO:0042953;GO:0044874	GO:0005515	GO:0030288;GO:0042597
945505	945505	GO:0000166;GO:0000731;GO:0003677;GO:0005515;GO:0005524;GO:0006260;GO:0006261;GO:0006310;GO:0008047;GO:0008094;GO:0016887;GO:0017116;GO:0030894;GO:0042802;GO:0051289	GO:0000731;GO:0006260;GO:0006261;GO:0006310;GO:0051289	GO:0000166;GO:0003677;GO:0005515;GO:0005524;GO:0008047;GO:0008094;GO:0016887;GO:0017116;GO:0042802	GO:0030894
945506	945506	GO:0000166;GO:0000287;GO:0004812;GO:0004828;GO:0005524;GO:0005737;GO:0005829;GO:0006412;GO:0006418;GO:0006434;GO:0016260;GO:0016874;GO:0042802	GO:0006412;GO:0006418;GO:0006434;GO:0016260	GO:0000166;GO:0000287;GO:0004812;GO:0004828;GO:0005524;GO:0016874;GO:0042802	GO:0005737;GO:0005829
945508	945508	GO:0005515;GO:0005886;GO:0009055;GO:0009061;GO:0009389;GO:0009390;GO:0016491;GO:0018907;GO:0019645;GO:0030151;GO:0030288;GO:0033797;GO:0043546;GO:0046872;GO:0051536;GO:0051539	GO:0009061;GO:0018907;GO:0019645	GO:0005515;GO:0009055;GO:0009389;GO:0016491;GO:0030151;GO:0033797;GO:0043546;GO:0046872;GO:0051536;GO:0051539	GO:0005886;GO:0009390;GO:0030288
945507	945507	GO:0005515;GO:0005886;GO:0009061;GO:0009389;GO:0009390;GO:0016491;GO:0018907;GO:0019645;GO:0046872;GO:0051536;GO:0051539	GO:0009061;GO:0018907;GO:0019645	GO:0005515;GO:0009389;GO:0016491;GO:0046872;GO:0051536;GO:0051539	GO:0005886;GO:0009390
945502	945502	GO:0005886;GO:0009061;GO:0009389;GO:0009390;GO:0016020;GO:0016491;GO:0018907;GO:0019645	GO:0009061;GO:0018907;GO:0019645	GO:0009389;GO:0016491	GO:0005886;GO:0009390;GO:0016020
945512	945512	GO:0005829;GO:0016020;GO:0016787;GO:0016829;GO:0042802		GO:0016787;GO:0016829;GO:0042802	GO:0005829;GO:0016020
945515	945515	GO:0005886;GO:0022857;GO:0055085	GO:0055085	GO:0022857	GO:0005886
945518	945518	GO:0005886;GO:0016020;GO:0022857;GO:0055085	GO:0055085	GO:0022857	GO:0005886;GO:0016020
945523	945523	GO:0003677;GO:0003700;GO:0006351;GO:0006355;GO:0043565	GO:0006351;GO:0006355	GO:0003677;GO:0003700;GO:0043565	
945520	945520	GO:0003955;GO:0005829;GO:0010181;GO:0016491		GO:0003955;GO:0010181;GO:0016491	GO:0005829
945517	945517	GO:0003824;GO:0005515;GO:0005737;GO:0005829;GO:0006006;GO:0006974;GO:0016491;GO:0018201;GO:0030955;GO:0043365;GO:0046872;GO:0051536;GO:0051539;GO:0051604	GO:0006006;GO:0006974;GO:0018201;GO:0051604	GO:0003824;GO:0005515;GO:0016491;GO:0030955;GO:0043365;GO:0046872;GO:0051536;GO:0051539	GO:0005737;GO:0005829
945514	945514	GO:0003824;GO:0005515;GO:0005737;GO:0005829;GO:0005975;GO:0006006;GO:0008861;GO:0016020;GO:0016740;GO:0016746;GO:0016747;GO:0044814	GO:0005975;GO:0006006;GO:0044814	GO:0003824;GO:0005515;GO:0008861;GO:0016740;GO:0016746;GO:0016747	GO:0005737;GO:0005829;GO:0016020
945513	945513	GO:0005515;GO:0005886;GO:0010447;GO:0015499;GO:0015724;GO:0016020;GO:0019664;GO:0022857;GO:0042802;GO:0055085	GO:0010447;GO:0015724;GO:0019664;GO:0055085	GO:0005515;GO:0015499;GO:0022857;GO:0042802	GO:0005886;GO:0016020
945509	945509	GO:0000287;GO:0005829;GO:0047693		GO:0000287;GO:0047693	GO:0005829
945525	945525	GO:0005886			GO:0005886
945527	945527	GO:0004648;GO:0005515;GO:0005737;GO:0005829;GO:0006563;GO:0006564;GO:0008483;GO:0008615;GO:0008652;GO:0016740;GO:0030170;GO:0033359;GO:0042803;GO:0042823	GO:0006563;GO:0006564;GO:0008615;GO:0008652;GO:0033359;GO:0042823	GO:0004648;GO:0005515;GO:0008483;GO:0016740;GO:0030170;GO:0042803	GO:0005737;GO:0005829
945528	945528	GO:0003824;GO:0003866;GO:0005737;GO:0005829;GO:0008652;GO:0009073;GO:0009423;GO:0016740;GO:0016765;GO:0019752	GO:0008652;GO:0009073;GO:0009423;GO:0019752	GO:0003824;GO:0003866;GO:0016740;GO:0016765	GO:0005737;GO:0005829
945534	945534	GO:0004222;GO:0005515;GO:0005886;GO:0006508;GO:0008233;GO:0008237;GO:0016020;GO:0016787;GO:0046872;GO:0051603	GO:0006508;GO:0051603	GO:0004222;GO:0005515;GO:0008233;GO:0008237;GO:0016787;GO:0046872	GO:0005886;GO:0016020
945535	945535	GO:0000166;GO:0005524;GO:0005737;GO:0005829;GO:0006139;GO:0006220;GO:0010165;GO:0015949;GO:0016301;GO:0016740;GO:0036430;GO:0036431;GO:0046940;GO:0097216	GO:0006139;GO:0006220;GO:0010165;GO:0015949;GO:0046940	GO:0000166;GO:0005524;GO:0016301;GO:0016740;GO:0036430;GO:0036431;GO:0097216	GO:0005737;GO:0005829
945536	945536	GO:0000028;GO:0002181;GO:0003676;GO:0003723;GO:0003727;GO:0003729;GO:0003735;GO:0005737;GO:0005840;GO:0006412;GO:0016020;GO:0022627;GO:1990904;GO:2000766;GO:2000767	GO:0000028;GO:0002181;GO:0006412;GO:2000766;GO:2000767	GO:0003676;GO:0003723;GO:0003727;GO:0003729;GO:0003735	GO:0005737;GO:0005840;GO:0016020;GO:0022627;GO:1990904
945533	945533	GO:0003677;GO:0005694;GO:0005737;GO:0005829;GO:0006260;GO:0006310;GO:0006351;GO:0006355;GO:0006417;GO:0030527;GO:0043565;GO:1990177	GO:0006260;GO:0006310;GO:0006351;GO:0006355;GO:0006417	GO:0003677;GO:0030527;GO:0043565	GO:0005694;GO:0005737;GO:0005829;GO:1990177
945531	945531	GO:0005886;GO:0016020;GO:0030420	GO:0030420		GO:0005886;GO:0016020
945530	945530	GO:0000166;GO:0005524;GO:0005886;GO:0006869;GO:0008289;GO:0008559;GO:0015437;GO:0015920;GO:0016020;GO:0016887;GO:0034040;GO:0034204;GO:0042802;GO:0042908;GO:0043190;GO:0055085;GO:0140359;GO:1990199	GO:0006869;GO:0015920;GO:0034204;GO:0042908;GO:0055085	GO:0000166;GO:0005524;GO:0008289;GO:0008559;GO:0015437;GO:0016887;GO:0034040;GO:0042802;GO:0140359	GO:0005886;GO:0016020;GO:0043190;GO:1990199
945526	945526	GO:0000166;GO:0005524;GO:0005886;GO:0006629;GO:0009029;GO:0009244;GO:0009245;GO:0016020;GO:0016301;GO:0016740	GO:0006629;GO:0009244;GO:0009245	GO:0000166;GO:0005524;GO:0009029;GO:0016301;GO:0016740	GO:0005886;GO:0016020
945524	945524	GO:0003677;GO:0006281;GO:0006974;GO:0016787;GO:0019104;GO:0036297	GO:0006281;GO:0006974;GO:0036297	GO:0003677;GO:0016787;GO:0019104	
945537	945537	GO:0005829			GO:0005829
945539	945539	GO:0000287;GO:0005515;GO:0005737;GO:0005829;GO:0008690;GO:0009103;GO:0016740;GO:0016779;GO:0019294;GO:0033468;GO:0044281;GO:1901137	GO:0009103;GO:0019294;GO:0033468;GO:0044281;GO:1901137	GO:0000287;GO:0005515;GO:0008690;GO:0016740;GO:0016779	GO:0005737;GO:0005829
945545	945545				
945546	945546	GO:0000270;GO:0005886;GO:0006457;GO:0043164;GO:0071555	GO:0000270;GO:0006457;GO:0043164;GO:0071555		GO:0005886
945547	945547	GO:0002098;GO:0006400;GO:0008033;GO:0008168;GO:0016740;GO:0030488;GO:0032259;GO:0097697	GO:0002098;GO:0006400;GO:0008033;GO:0030488;GO:0032259	GO:0008168;GO:0016740;GO:0097697	
945548	945548	GO:0000796;GO:0005509;GO:0005515;GO:0005737;GO:0006260;GO:0007059;GO:0009295;GO:0030261;GO:0051301	GO:0006260;GO:0007059;GO:0030261;GO:0051301	GO:0005509;GO:0005515	GO:0000796;GO:0005737;GO:0009295
945550	945550	GO:0000796;GO:0005515;GO:0005737;GO:0006260;GO:0007059;GO:0009295;GO:0030261;GO:0051301	GO:0006260;GO:0007059;GO:0030261;GO:0051301	GO:0005515	GO:0000796;GO:0005737;GO:0009295
945549	945549	GO:0000166;GO:0000796;GO:0003677;GO:0005515;GO:0005524;GO:0005525;GO:0005737;GO:0005829;GO:0006260;GO:0007059;GO:0007062;GO:0009295;GO:0016887;GO:0030261;GO:0042802;GO:0051301	GO:0006260;GO:0007059;GO:0007062;GO:0030261;GO:0051301	GO:0000166;GO:0003677;GO:0005515;GO:0005524;GO:0005525;GO:0016887;GO:0042802	GO:0000796;GO:0005737;GO:0005829;GO:0009295
945541	945541	GO:0000270;GO:0004180;GO:0005515;GO:0005886;GO:0006974;GO:0008360;GO:0009252;GO:0016020;GO:0016740;GO:0016757;GO:0016787;GO:0016807;GO:0036460;GO:0046677;GO:0071555;GO:0071972	GO:0000270;GO:0006974;GO:0008360;GO:0009252;GO:0036460;GO:0046677;GO:0071555	GO:0004180;GO:0005515;GO:0016740;GO:0016757;GO:0016787;GO:0016807;GO:0071972	GO:0005886;GO:0016020
945538	945538	GO:0004175;GO:0006508;GO:0008233;GO:0008237;GO:0009254;GO:0016787;GO:0030288;GO:0046872;GO:0071555	GO:0006508;GO:0009254;GO:0071555	GO:0004175;GO:0008233;GO:0008237;GO:0016787;GO:0046872	GO:0030288
945551	945551	GO:0004416;GO:0005829;GO:0009636;GO:0016787;GO:0019243;GO:0046872	GO:0009636;GO:0019243	GO:0004416;GO:0016787;GO:0046872	GO:0005829
945553	945553	GO:0003824;GO:0004069;GO:0004838;GO:0005737;GO:0005829;GO:0006520;GO:0008483;GO:0009094;GO:0016740;GO:0030170;GO:0033585;GO:0042802;GO:0042803	GO:0006520;GO:0009094;GO:0033585	GO:0003824;GO:0004069;GO:0004838;GO:0008483;GO:0016740;GO:0030170;GO:0042802;GO:0042803	GO:0005737;GO:0005829
945554	945554	GO:0001530;GO:0005216;GO:0005515;GO:0006811;GO:0008289;GO:0009279;GO:0015031;GO:0015288;GO:0016020;GO:0034220;GO:0034702;GO:0042802;GO:0042912;GO:0043213;GO:0046930;GO:0070207;GO:0097718	GO:0006811;GO:0015031;GO:0034220;GO:0043213;GO:0070207	GO:0001530;GO:0005216;GO:0005515;GO:0008289;GO:0015288;GO:0042802;GO:0042912;GO:0097718	GO:0009279;GO:0016020;GO:0034702;GO:0046930
945555	945555	GO:0000166;GO:0003676;GO:0004812;GO:0004816;GO:0005524;GO:0005737;GO:0006412;GO:0006418;GO:0006421;GO:0016874;GO:0042803;GO:0140640	GO:0006412;GO:0006418;GO:0006421	GO:0000166;GO:0003676;GO:0004812;GO:0004816;GO:0005524;GO:0016874;GO:0042803;GO:0140640	GO:0005737
946648	946648	GO:0004516;GO:0005829;GO:0009408;GO:0009435;GO:0016874;GO:0016879;GO:0019363;GO:0034355	GO:0009408;GO:0009435;GO:0019363;GO:0034355	GO:0004516;GO:0016874;GO:0016879	GO:0005829
947253	947253	GO:0004177;GO:0005515;GO:0005886;GO:0006508;GO:0008233;GO:0008237;GO:0008270;GO:0016285;GO:0016787;GO:0042802;GO:0046872	GO:0006508	GO:0004177;GO:0005515;GO:0008233;GO:0008237;GO:0008270;GO:0016285;GO:0016787;GO:0042802;GO:0046872	GO:0005886
947220	947220	GO:0000166;GO:0005524;GO:0005886;GO:0010438;GO:0016020;GO:0016887;GO:0042918;GO:0042959;GO:0055052	GO:0010438;GO:0042918	GO:0000166;GO:0005524;GO:0016887;GO:0042959	GO:0005886;GO:0016020;GO:0055052
947216	947216	GO:0005886;GO:0006790;GO:0010438;GO:0016020;GO:0042918;GO:0042959;GO:0055052;GO:0055085	GO:0006790;GO:0010438;GO:0042918;GO:0055085	GO:0042959	GO:0005886;GO:0016020;GO:0055052
945557	945557	GO:0004497;GO:0005515;GO:0008726;GO:0009408;GO:0010438;GO:0016491;GO:0016705;GO:0042802;GO:0046306;GO:0051289;GO:1990201	GO:0009408;GO:0010438;GO:0046306;GO:0051289	GO:0004497;GO:0005515;GO:0008726;GO:0016491;GO:0016705;GO:0042802	GO:1990201
945560	945560	GO:0006790;GO:0010438;GO:0016020;GO:0030288;GO:0042597;GO:0042626;GO:0042918;GO:0042959;GO:0055052	GO:0006790;GO:0010438;GO:0042918	GO:0042626;GO:0042959	GO:0016020;GO:0030288;GO:0042597;GO:0055052
945947	945947	GO:0005515;GO:0006974;GO:0008752;GO:0009970;GO:0016491;GO:0042803;GO:0046306;GO:0052873;GO:1990202	GO:0006974;GO:0009970;GO:0046306	GO:0005515;GO:0008752;GO:0016491;GO:0042803;GO:0052873	GO:1990202
948306	948306	GO:0007155;GO:0009289;GO:0043709	GO:0007155;GO:0043709		GO:0009289
946773	946773	GO:0006457;GO:0030288;GO:0042597;GO:0044183;GO:0071555	GO:0006457;GO:0071555	GO:0044183	GO:0030288;GO:0042597
946934	946934	GO:0008201;GO:0009279;GO:0009297;GO:0015473;GO:0016020;GO:0055085	GO:0009297;GO:0055085	GO:0008201;GO:0015473	GO:0009279;GO:0016020
947185	947185	GO:0007155;GO:0009289;GO:0009314;GO:0043709	GO:0007155;GO:0009314;GO:0043709		GO:0009289
945561	945561	GO:0007155;GO:0009289;GO:0043709	GO:0007155;GO:0043709		GO:0009289
945562	945562	GO:0007155;GO:0009289;GO:0043709	GO:0007155;GO:0043709		GO:0009289
945559	945559	GO:0006457;GO:0030288;GO:0042597;GO:0044183;GO:0071555	GO:0006457;GO:0071555	GO:0044183	GO:0030288;GO:0042597
945556	945556	GO:0004152;GO:0005737;GO:0005829;GO:0005886;GO:0006207;GO:0006221;GO:0006222;GO:0009220;GO:0010181;GO:0016020;GO:0016491;GO:0016627;GO:0044205;GO:0106430	GO:0006207;GO:0006221;GO:0006222;GO:0009220;GO:0044205	GO:0004152;GO:0010181;GO:0016491;GO:0016627;GO:0106430	GO:0005737;GO:0005829;GO:0005886;GO:0016020
945552	945552	GO:0000917;GO:0005515;GO:0005737;GO:0032153;GO:0042802;GO:0043093;GO:0051301;GO:0051302;GO:0090529	GO:0000917;GO:0043093;GO:0051301;GO:0051302;GO:0090529	GO:0005515;GO:0042802	GO:0005737;GO:0032153
945563	945563	GO:0003824;GO:0005515;GO:0009407;GO:0009636;GO:0030151;GO:0030170;GO:0051536;GO:0051537	GO:0009407;GO:0009636	GO:0003824;GO:0005515;GO:0030151;GO:0030170;GO:0051536;GO:0051537	
